epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
43,0.5825833444213867,79.63799999999999,98.406,0.3733415641784668,86.72999999999999,99.64
44,0.5768892708396912,79.96,98.476,0.37497657084465025,86.57000000000001,99.66000000000001
45,0.5784892000770568,79.77,98.408,0.37777698035240176,86.8,99.62
46,0.5799273805236816,79.836,98.478,0.3722454952716827,86.81,99.61
47,0.5815499923324585,79.836,98.406,0.37482273712158204,86.78,99.61
48,0.578465771522522,79.80199999999999,98.418,0.3790232752561569,86.92999999999999,99.65
49,0.5718708622550964,79.964,98.586,0.3778160238265991,86.83999999999999,99.62
50,0.5734633668136596,79.97800000000001,98.528,0.37617879400253296,86.95,99.63
51,0.5715418952560425,80.086,98.47200000000001,0.3705610502243042,86.8,99.61
52,0.5783911008071899,79.946,98.428,0.3703833396434784,87.0,99.61
53,0.575108317527771,79.972,98.44800000000001,0.3726854062080383,86.68,99.63
54,0.5723352408599853,80.164,98.49,0.37410801196098326,86.83,99.62
55,0.5752642002487183,80.048,98.418,0.3724478996753693,87.06,99.6
56,0.5779090698051452,79.996,98.404,0.36903991270065306,87.06,99.61
57,0.5708276786613464,80.188,98.482,0.37625545754432677,86.96000000000001,99.63
58,0.5721378475761414,80.11,98.48,0.37226025807857516,86.92999999999999,99.66000000000001
59,0.5653285623073578,80.452,98.414,0.37103253054618834,87.07000000000001,99.63
60,0.5777656341171264,79.95400000000001,98.432,0.3749872274637222,86.87,99.58
61,0.5716046980381012,80.286,98.526,0.3685128228187561,87.0,99.62
62,0.5760945869827271,80.034,98.502,0.37010690162181853,86.9,99.64
63,0.5730854485321045,80.06,98.53,0.3710085790157318,87.03999999999999,99.63
64,0.5707497838020325,80.154,98.528,0.37569817757606505,86.91,99.62
65,0.5702566836643219,80.152,98.508,0.3725263028383255,86.92999999999999,99.64
66,0.5771150837039948,79.808,98.458,0.36887514128684995,86.91,99.63
67,0.5751311085319519,80.108,98.538,0.3740670665025711,86.98,99.6
68,0.5684865546226502,80.07600000000001,98.398,0.3727594187259674,86.92,99.62
69,0.5707255906486511,80.216,98.468,0.37365479760169984,86.92,99.65
70,0.5687213507843017,80.184,98.446,0.37024258642196656,87.05000000000001,99.58
71,0.5719036289405822,80.06400000000001,98.35199999999999,0.36598056786060335,87.14,99.63
72,0.572070966796875,80.05600000000001,98.526,0.3640589518070221,87.14,99.66000000000001
73,0.5739021449279785,79.93400000000001,98.414,0.36702549896240233,87.12,99.64
74,0.5683693151092529,80.226,98.466,0.3688187413692474,86.96000000000001,99.62
75,0.5671191203308106,80.294,98.59400000000001,0.3663575082540512,87.07000000000001,99.65
76,0.5682964862155915,80.378,98.426,0.3690345349311829,86.97,99.65
77,0.5708088494491577,80.124,98.6,0.3698497780561447,87.12,99.62
78,0.5717293066310882,80.182,98.526,0.36915496718883517,87.05000000000001,99.64
79,0.5677937405776977,80.294,98.44800000000001,0.3677711172103882,87.03999999999999,99.63
80,0.5684606410217286,80.16,98.476,0.3699718731880188,87.06,99.61
81,0.5695104377651214,80.304,98.462,0.3723666809558868,86.83999999999999,99.62
82,0.5624256227779388,80.30199999999999,98.572,0.36692656888961794,87.11,99.62
83,0.566091605834961,80.518,98.438,0.3677411870956421,87.08,99.65
84,0.5648241473960877,80.182,98.512,0.36388714439868924,87.03999999999999,99.63
85,0.563611930809021,80.16,98.548,0.3710355014562607,87.05000000000001,99.63
86,0.5678221086883545,80.342,98.59,0.3659765060663223,87.08,99.65
87,0.5683100513076782,80.42200000000001,98.482,0.3654123249053955,87.25,99.66000000000001
88,0.5695564807987213,80.138,98.508,0.3642054835319519,87.22,99.65
89,0.5652029306602478,80.512,98.514,0.3701389502286911,87.11,99.64
90,0.5703164490509033,80.092,98.502,0.3664962799549103,87.22,99.67
91,0.5664616734695435,80.11,98.524,0.3650689304828644,87.29,99.64
92,0.562642980632782,80.526,98.47399999999999,0.3649650824546814,87.03999999999999,99.6
93,0.5662071354484558,80.486,98.47,0.36494872064590456,87.1,99.61
94,0.5728728308486939,80.11399999999999,98.466,0.3687296739578247,87.0,99.61
95,0.5708405878257752,80.246,98.436,0.3691248684167862,86.96000000000001,99.64
96,0.5712103068733215,80.17,98.482,0.3665413277626038,87.28,99.61
97,0.5688893129062652,80.06,98.516,0.3660748912811279,87.08,99.63
98,0.5692995417022705,80.32000000000001,98.5,0.36769486927986145,87.2,99.64
99,0.5660446500778198,80.16799999999999,98.434,0.3659534874200821,87.13,99.66000000000001
100,0.5669039777183533,80.392,98.444,0.3638402755498886,87.28,99.63
